iter	Logloss
560	0.3984175468
561	0.3983819309
562	0.3983511629
563	0.3983155102
564	0.398284278
565	0.3982521597
566	0.3982126585
567	0.3981653372
568	0.3981334637
569	0.398088066
570	0.3980559306
571	0.3980296923
572	0.3980034086
573	0.397965978
574	0.3979364537
575	0.3979023459
576	0.3978748149
577	0.397852886
578	0.397818412
579	0.3977757681
580	0.3977350253
581	0.3977008802
582	0.3976715859
583	0.3976251998
584	0.3975927037
585	0.3975625161
586	0.3975260392
587	0.3974792689
588	0.3974480332
589	0.3974049064
590	0.397366731
591	0.3973399451
592	0.3973081039
593	0.3972694014
594	0.3972323624
595	0.3972082956
596	0.3971872694
597	0.3971478837
598	0.3971295948
599	0.397098982
600	0.3970729324
601	0.397041377
602	0.3970121599
603	0.3969894416
604	0.3969568812
605	0.3969233534
606	0.3968757062
607	0.3968467261
608	0.3968201841
609	0.3967916221
610	0.3967525039
611	0.3967161503
612	0.3966755374
613	0.3966414557
614	0.3965964696
615	0.3965485071
616	0.3965144409
617	0.3964764997
618	0.3964372761
619	0.3964052396
620	0.3963758546
621	0.3963432593
622	0.3963102487
623	0.3962774318
624	0.3962398698
625	0.3962037273
626	0.3961818255
627	0.3961431857
628	0.3961136108
629	0.396089754
630	0.3960531049
631	0.3960181581
632	0.3959918922
633	0.3959505295
634	0.3958975676
635	0.3958534279
636	0.3958300702
637	0.3958053547
638	0.3957690019
639	0.3957381036
640	0.395707449
641	0.3956745487
642	0.3956509605
643	0.3956252175
644	0.3955851005
645	0.395545248
646	0.3955288945
647	0.3955053352
648	0.3954642307
649	0.3954320758
650	0.3953984365
651	0.3953621508
652	0.3953348804
653	0.3953145044
654	0.3952783656
655	0.3952491299
656	0.3952190815
657	0.3951895465
658	0.3951412596
659	0.3951035165
660	0.3950638142
661	0.3950293817
662	0.3949836292
663	0.3949440536
664	0.394907319
665	0.3948812715
666	0.3948448691
667	0.3948158629
668	0.3947898434
669	0.3947550396
670	0.3947292178
671	0.394706492
672	0.3946644976
673	0.3946490715
674	0.3946191968
675	0.3945942377
676	0.3945641671
677	0.3945376754
678	0.3944949155
679	0.3944655537
680	0.394430809
681	0.3943998755
682	0.3943720007
683	0.3943411534
684	0.3943063395
685	0.3942741589
686	0.394238934
687	0.3942087259
688	0.3941829863
689	0.3941465345
690	0.3941071132
691	0.3940738184
692	0.3940435628
693	0.3940114795
694	0.3939751958
695	0.3939349627
696	0.3938955466
697	0.3938681231
698	0.393834175
699	0.393795893
700	0.3937495151
701	0.3937078095
702	0.3936702814
703	0.3936276975
704	0.3935968486
705	0.3935704951
706	0.39354375
707	0.3935131123
708	0.3934781241
709	0.3934548475
710	0.3934199156
711	0.3933938696
712	0.3933533252
713	0.3933194192
714	0.3932770873
715	0.3932423774
716	0.3932121688
717	0.393186547
718	0.3931439742
719	0.3931109203
720	0.3930676521
721	0.3930315433
722	0.3930099773
723	0.3929824824
724	0.3929611977
725	0.3929428347
726	0.3929189307
727	0.3928924386
728	0.3928607563
729	0.3928134685
730	0.3927940526
731	0.3927649969
732	0.3927301689
733	0.3927018378
734	0.3926699879
735	0.3926507714
736	0.3926238512
737	0.392583438
738	0.3925480145
739	0.3925144123
740	0.3924856091
741	0.3924598233
742	0.3924388783
743	0.3924173044
744	0.3923931282
745	0.3923695019
746	0.3923391819
747	0.3923218052
748	0.3922963439
749	0.3922621686
750	0.3922269029
751	0.3921968243
752	0.3921623138
753	0.3921406015
754	0.392102546
755	0.3920783795
756	0.3920528793
757	0.3920280599
758	0.3919980742
759	0.3919681746
760	0.391934149
761	0.3919195651
762	0.3918901419
763	0.3918643015
764	0.3918340676
765	0.3918079647
766	0.3917763407
767	0.3917463649
768	0.3917150475
769	0.3916833472
770	0.391662992
771	0.3916286397
772	0.3916038727
773	0.3915813786
774	0.3915412724
775	0.3915114034
776	0.3914809945
777	0.391446291
778	0.391415779
779	0.391377998
780	0.3913456944
781	0.3913236218
782	0.3912947342
783	0.3912642748
784	0.3912498218
785	0.3912155459
786	0.3911914675
787	0.3911569034
788	0.3911160566
789	0.3910883497
790	0.3910392492
791	0.3910118316
792	0.39098538
793	0.3909546467
794	0.3909307655
795	0.3909117217
796	0.3908718303
797	0.3908399553
798	0.3907923666
799	0.3907590612
800	0.390729885
801	0.3906965238
802	0.3906643246
803	0.3906391156
804	0.3906159297
805	0.3905825254
806	0.3905476204
807	0.3905161606
808	0.3904873041
809	0.3904608746
810	0.3904443073
811	0.3904230031
812	0.3903972349
813	0.39036804
814	0.3903427941
815	0.3903132113
816	0.3902957975
817	0.3902621019
818	0.3902449554
819	0.3901991743
820	0.3901545108
821	0.3901205685
822	0.3900950259
823	0.390064103
824	0.3900411937
825	0.3900101128
826	0.3899733538
827	0.3899417787
828	0.3899124073
829	0.3898783722
830	0.3898520804
831	0.3898159556
832	0.3897882708
833	0.3897614213
834	0.3897246118
835	0.3897027053
836	0.3896631003
837	0.3896361579
838	0.3896211157
839	0.3895889204
840	0.3895614565
841	0.3895290816
842	0.3894959733
843	0.3894689907
844	0.3894329188
845	0.3894072289
846	0.3893854424
847	0.3893536923
848	0.3893239505
849	0.389291035
850	0.389270775
851	0.3892279685
852	0.389195142
853	0.3891784271
854	0.3891479557
855	0.3891142794
856	0.3890866833
857	0.3890607558
858	0.3890161747
859	0.388989892
860	0.3889633593
861	0.3889345981
862	0.3889137289
863	0.3888939736
864	0.3888650119
865	0.388834206
866	0.3888054051
867	0.3887839974
868	0.3887445014
869	0.3887127435
870	0.3886849066
871	0.3886570782
872	0.3886174527
873	0.388591809
874	0.3885633211
875	0.3885321626
876	0.3885040177
877	0.388477925
878	0.3884594519
879	0.3884303298
880	0.3883797771
881	0.3883402707
882	0.3883091383
883	0.3882763942
884	0.3882535133
885	0.3882189094
886	0.388185174
887	0.3881616126
888	0.3881424761
889	0.3880978383
890	0.3880675655
891	0.3880309376
892	0.3880070141
893	0.3879679767
894	0.3879369153
895	0.3878957798
896	0.3878707377
897	0.3878392072
898	0.3878097495
899	0.3877913335
900	0.3877555735
901	0.3877221269
902	0.3876860505
903	0.3876655037
904	0.3876369192
905	0.3876195311
906	0.3875926371
907	0.3875647743
908	0.3875362094
909	0.3875049138
910	0.387483502
911	0.387460377
912	0.387435325
913	0.3874076864
914	0.3873857627
915	0.3873420464
916	0.3873080969
917	0.3872763128
918	0.3872518265
919	0.3872278941
920	0.3871969703
921	0.3871682159
922	0.3871314247
923	0.3871018763
924	0.3870717254
925	0.3870342297
926	0.3870008382
927	0.386977435
928	0.3869541677
929	0.3869200057
930	0.3868890253
931	0.386872474
932	0.3868496384
933	0.3868296535
934	0.3868096651
935	0.3867742351
936	0.3867455973
937	0.3867189906
938	0.3866946195
939	0.3866738159
940	0.3866608682
941	0.3866226157
942	0.3865900819
943	0.3865678707
944	0.386534718
945	0.3865132626
946	0.3864890541
947	0.386463091
948	0.3864336605
949	0.3863996196
950	0.3863608952
951	0.3863238584
952	0.386290894
953	0.3862656204
954	0.3862368892
955	0.3862088283
956	0.3861894521
957	0.3861636099
958	0.3861322191
959	0.3861082235
960	0.3860800054
961	0.38605254
962	0.3860292194
963	0.3859963811
964	0.385962415
965	0.3859437975
966	0.3859105578
967	0.3858903218
968	0.3858647577
969	0.3858382806
970	0.3858185534
971	0.3857916677
972	0.3857710824
973	0.3857387188
974	0.3857099662
975	0.3856913795
976	0.3856612268
977	0.3856439866
978	0.3856100093
979	0.3855839751
980	0.3855506464
981	0.3855296123
982	0.3855062741
983	0.3854651489
984	0.3854347969
985	0.3854059079
986	0.3853731291
987	0.3853497041
988	0.3853166928
989	0.3852947739
990	0.3852706089
991	0.385236897
992	0.385208418
993	0.3851639044
994	0.3851377152
995	0.3851151518
996	0.3850891936
997	0.3850640523
998	0.3850328049
999	0.3850027712
